code,group,sub_group,parent,type,name,url,provider,available,quantity,performance,hours_day,uom_id,price,day_price
001817,,,6.5,5,ILUMINACION 400W UNIVERSAL,,,1,10.666667,,,Unidades,0.13,1
004731,,,6.5,5,MANDARRIA 2KG,,,1,10.666667,,,Unidades,0.03,0.25
6.6,A,,,2,Traslado de Escombros producto de demolicion y desmontaje de Sistema Refractario.,,,,1,2,8,M3,,
007981,,,6.6,5,CARRETILLA DE 2 RUEDAS (CARRUCHA),,,1,4,,,Unidades,0.33,2.6
004741,,,6.6,5,PALA RECTANGULAR ALBAÑILERIA,,,2,8,,,Unidades,0.12,0.93
008138,,,6.6,5,TOBO DE ALBAÑILERIA,,,4,16,,,Unidades,0.02,0.15
002575,,,6.6,4,PLANIFICADOR,,,0.13,0.52,,,Dias,2.4963,19.97
003014,,,6.6,4,SUPERVISOR DE SEGURIDAD,,,0.25,1,,,Dias,2.4963,19.97
000767,,,6.6,4,CAPATAZ,,,0.5,2,,,Dias,2.2075,17.66
000307,,,6.6,4,AYUDANTE,,,3,12,,,Dias,1.1913,9.53
7.1,A,,,2,"Instalacion de Lana Mineral de 2"" de espesor en secciones planas",,,,1,80,8,m2,,
007981,,,7.1,5,CARRETILLA DE 2 RUEDAS (CARRUCHA),,,1,0.1,,,Unidades,0.325,2.6
004740,,,7.1,5,"TENAZA 8""",,,2,0.2,,,Unidades,0.0238,0.19
004746,,,7.1,5,KIT DE HERRAMIENTAS MENORES,,,1,0.1,,,Unidades,0.2625,2.1
002575,,,7.1,4,PLANIFICADOR,,,0.13,0.013,,,Dias,2.4963,19.97
003014,,,7.1,4,SUPERVISOR DE SEGURIDAD,,,0.25,0.025,,,Dias,2.4963,19.97
000767,,,7.1,4,CAPATAZ,,,0.5,0.05,,,Dias,2.2075,17.66
000112,,,7.1,4,AISLADOR,,,1,0.1,,,Dias,1.6425,13.14
000307,,,7.1,4,AYUDANTE,,,1,0.1,,,Dias,1.1913,9.53
7.2,A,,,2,"Alineación y Montaje de Fibra Ceramica 24""x 36""x 2""",,,,1,60,8,m2,,
002575,,,7.2,4,PLANIFICADOR,,,0.13,0.017333,,,Dias,2.4963,19.97
003014,,,7.2,4,SUPERVISOR DE SEGURIDAD,,,0.25,0.033333,,,Dias,2.4963,19.97
000767,,,7.2,4,CAPATAZ,,,0.5,0.066667,,,Dias,2.2075,17.66
000112,,,7.2,4,AISLADOR,,,1,0.133333,,,Dias,1.6425,13.14
000307,,,7.2,4,AYUDANTE,,,2,0.266667,,,Dias,1.1913,9.53
007981,,,7.2,5,CARRETILLA DE 2 RUEDAS (CARRUCHA),,,1,0.133333,,,Unidades,0.33,2.6
004740,,,7.2,5,"TENAZA 8""",,,1,0.133333,,,Unidades,0.02,0.19
004817,,,7.2,5,KIT DE ESLINGAS PARA IZAMIENTO,,,1,0.133333,,,Unidades,0.25,2
7.3,A,,,2,"Alineación y Montaje de Losetas Refractarias 12"" x 12"" x 2""",,,,1,50,8,Pza,,
002575,,,7.3,4,PLANIFICADOR,,,0.13,0.0208,,,Dias,2.4963,19.97
003014,,,7.3,4,SUPERVISOR DE SEGURIDAD,,,0.25,0.04,,,Dias,2.4963,19.97
000767,,,7.3,4,CAPATAZ,,,0.5,0.08,,,Dias,2.2075,17.66
000126,,,7.3,4,ALBAÑIL REFRACTARIO,,,2,0.32,,,Dias,1.6425,13.14
000307,,,7.3,4,AYUDANTE,,,2,0.32,,,Dias,1.1913,9.53
007981,,,7.3,5,CARRETILLA DE 2 RUEDAS (CARRUCHA),,,1,0.16,,,Unidades,0.33,2.6
008138,,,7.3,5,TOBO DE ALBAÑILERIA,,,2,0.32,,,Unidades,0.02,0.15
004733,,,7.3,5,CUCHARA ALBAÑILERIA,,,1,0.16,,,Unidades,0.02,0.15
004740,,,7.3,5,"TENAZA 8""",,,1,0.16,,,Unidades,0.02,0.19
011984,,,7.3,5,MARTILLO DE GOMA,,,1,0.16,,,Unidades,0.02,0.15
001817,,,7.3,5,ILUMINACION 400W UNIVERSAL,,,2,0.32,,,Unidades,0.13,1
004570,,,7.3,5,EXTENSION ELECTRICA-ESTANDAR,,,2,0.32,,,Unidades,0.17,1.37
7.4,A,,,2,"Alineación y montaje de Ladrillos refractarios 9""x4-1/2""x 2-1/2""",,,,1,100,8,Pza,,
002575,,,7.4,4,PLANIFICADOR,,,0.13,0.0104,,,Dias,2.4963,19.97
003014,,,7.4,4,SUPERVISOR DE SEGURIDAD,,,0.25,0.02,,,Dias,2.4963,19.97
